Tester Name,Date,Plant ID - Replicate Number,,Height (cm),Test Type,Additional Notes
es,10/07/2024,853-4,,54,,
,,,,,,
,Force (N),Displacement (cm),,,,
,0,0,,,,
,0.0981,0.0477956989247312,,,,
,0.0981,0.0955913978494624,,,,
,0.1962,0.143387096774194,,,,
,0.1962,0.191182795698925,,,,
,0.3924,0.238978494623656,,,,
,0.4905,0.286774193548387,,,,
,0.5886,0.334569892473118,,,,
,0.6867,0.38236559139785,,,,
,0.8829,0.430161290322581,,,,
,0.981,0.477956989247312,,,,
,1.0791,0.525752688172043,,,,
,1.1772,0.573548387096774,,,,
,1.4715,0.621344086021505,,,,
,1.5696,0.669139784946237,,,,
,1.6677,0.716935483870968,,,,
,1.8639,0.764731182795699,,,,
,1.962,0.81252688172043,,,,
,2.1582,0.860322580645161,,,,
,2.2563,0.908118279569893,,,,
,2.4525,0.955913978494624,,,,
,2.6487,1.00370967741935,,,,
,2.7468,1.05150537634409,,,,
,2.943,1.09930107526882,,,,
,3.0411,1.14709677419355,,,,
,3.1392,1.19489247311828,,,,
,3.3354,1.24268817204301,,,,
,3.4335,1.29048387096774,,,,
,3.6297,1.33827956989247,,,,
,3.7278,1.3860752688172,,,,
,3.924,1.43387096774194,,,,
,4.0221,1.48166666666667,,,,
,4.1202,1.5294623655914,,,,
,4.3164,1.57725806451613,,,,
,4.4145,1.62505376344086,,,,
,4.5126,1.67284946236559,,,,
,4.7088,1.72064516129032,,,,
,4.8069,1.76844086021505,,,,
,4.905,1.81623655913979,,,,
,5.1012,1.86403225806452,,,,
,5.1993,1.91182795698925,,,,
,5.2974,1.95962365591398,,,,
,5.4936,2.00741935483871,,,,
,5.5917,2.05521505376344,,,,
,5.6898,2.10301075268817,,,,
,5.7879,2.1508064516129,,,,
,5.9841,2.19860215053763,,,,
,6.0822,2.24639784946237,,,,
,6.2784,2.2941935483871,,,,
,6.3765,2.34198924731183,,,,
,6.4746,2.38978494623656,,,,
,6.5727,2.43758064516129,,,,
,6.7689,2.48537634408602,,,,
,6.867,2.53317204301075,,,,
,7.0632,2.58096774193548,,,,
,7.1613,2.62876344086022,,,,
,7.2594,2.67655913978495,,,,
,7.3575,2.72435483870968,,,,
,7.5537,2.77215053763441,,,,
,7.6518,2.81994623655914,,,,
,7.848,2.86774193548387,,,,
,7.9461,2.9155376344086,,,,
,8.1423,2.96333333333333,,,,
,8.2404,3.01112903225806,,,,
,8.3385,3.0589247311828,,,,
,8.4366,3.10672043010753,,,,
,8.5347,3.15451612903226,,,,
,8.7309,3.20231182795699,,,,
,8.829,3.25010752688172,,,,
,8.9271,3.29790322580645,,,,
,9.0252,3.34569892473118,,,,
,9.1233,3.39349462365591,,,,
,9.2214,3.44129032258065,,,,
,9.3195,3.48908602150538,,,,
,9.3195,3.53688172043011,,,,
,9.3195,3.58467741935484,,,,
,9.4176,3.63247311827957,,,,
,9.5157,3.6802688172043,,,,
,9.5157,3.72806451612903,,,,
,9.6138,3.77586021505376,,,,
,9.81,3.82365591397849,,,,
,9.9081,3.87145161290323,,,,
,10.0062,3.91924731182796,,,,
,10.1043,3.96704301075269,,,,
,10.1043,4.01483870967742,,,,
,10.2024,4.06263440860215,,,,
,10.3986,4.11043010752688,,,,
,10.4967,4.15822580645161,,,,
,10.5948,4.20602150537634,,,,
,10.6929,4.25381720430108,,,,
,10.6929,4.30161290322581,,,,
,10.6929,4.34940860215054,,,,
,10.791,4.39720430107527,,,,
,10.6929,4.445,,,,
,10.6929,4.39720430107527,,,,
,10.5948,4.34940860215054,,,,
,10.5948,4.30161290322581,,,,
,10.4967,4.25381720430108,,,,
,10.3986,4.20602150537634,,,,
,10.3005,4.15822580645161,,,,
,10.2024,4.11043010752688,,,,
,10.1043,4.06263440860215,,,,
,10.0062,4.01483870967742,,,,
,9.9081,3.96704301075269,,,,
,9.7119,3.91924731182796,,,,
,9.6138,3.87145161290323,,,,
,9.4176,3.8236559139785,,,,
,9.3195,3.77586021505376,,,,
,9.1233,3.72806451612903,,,,
,9.0252,3.6802688172043,,,,
,8.9271,3.63247311827957,,,,
,8.7309,3.58467741935484,,,,
